station_id,n_training_batches,n_validation_batches,source,size_bin,fold,block,lat,long,nearest_other_fold_km_blocked,nearest_other_fold_km_random
CAMELSH__08269000,229,98,CAMELSH,3,4,47,36.439,-105.504,143.7019486887154,8.043315379538663
CAMELSH__08271000,216,99,CAMELSH,3,4,47,36.508,-105.531,138.47401249406477,4.391292070027726
CAMELSH__08275500,210,96,CAMELSH,2,4,47,36.298,-105.583,144.72886307333025,14.566218798320959
CAMELSH__08276300,249,111,CAMELSH,3,4,47,36.378,-105.669,133.5901617940085,16.249288165283577
CAMELSH__08277470,200,91,CAMELSH,2,4,47,36.168,-105.603,151.24172881161493,14.566218798320959
CAMELSH__08279000,248,111,CAMELSH,3,4,47,36.211,-105.914,126.48270333404807,23.41320126991976
CAMELSH__08284100,204,92,CAMELSH,2,4,47,36.663,-106.633,45.262056647195614,38.48963286075866
CAMELSH__08285500,261,119,CAMELSH,3,4,47,36.58,-106.724,48.125783089129044,31.236930623112148
CAMELSH__08286500,245,110,CAMELSH,3,4,47,36.318,-106.598,79.23017695529772,18.557296361104825
CAMELSH__08287000,258,117,CAMELSH,3,4,47,36.237,-106.417,94.90488985015679,18.557296361104825
CAMELSH__08289000,257,116,CAMELSH,3,4,47,36.35,-106.044,107.57534178045559,31.290288060119153
CAMELSH__08290000,238,102,CAMELSH,3,4,47,36.074,-106.112,125.45334279545919,22.28997021631931
CAMELSH__08291000,220,101,CAMELSH,3,4,47,35.965,-105.904,146.6767746829093,12.819094110768571
CAMELSH__08294195,78,39,CAMELSH,0,4,47,35.85,-105.894,157.15979304667906,1.086645582944935
CAMELSH__08294210,233,106,CAMELSH,3,4,47,35.846,-105.905,156.9071378105568,1.086645582944935
CAMELSH__08302500,154,69,CAMELSH,1,4,47,35.74,-105.898,166.78536359627867,1.542177023569935
CAMELSH__08305030,56,31,CAMELSH,0,4,47,35.731,-105.911,166.93572720769572,1.542177023569935
CAMELSH__08315480,102,48,CAMELSH,0,4,47,35.689,-105.824,175.28061465983637,8.763258169521322
CAMELSH__08316000,234,108,CAMELSH,3,4,47,35.687,-105.844,174.41146629606874,7.648555007450438
CAMELSH__08317200,187,87,CAMELSH,2,4,47,35.547,-106.229,171.0733613503411,9.083334038374707
CAMELSH__08317950,194,88,CAMELSH,2,4,47,35.466,-106.216,179.84484085957467,9.083334038374707
CAMELSH__08323000,20,15,CAMELSH,0,4,47,35.731,-106.763,138.22858794957102,7.882155681711629
CAMELSH__08324000,240,109,CAMELSH,3,4,47,35.662,-106.743,146.07876369345368,7.882155681711629
CAMELSH__08329000,91,46,CAMELSH,0,4,47,35.39,-106.535,179.26317708407012,26.31500958290631
CAMELSH__08329700,174,81,CAMELSH,2,4,47,35.094,-106.624,176.55065222814434,4.714455892401311
CAMELSH__08329840,124,60,CAMELSH,1,4,47,35.126,-106.59,179.20227880685925,3.740837519288545
CAMELSH__08329882,51,28,CAMELSH,0,4,47,35.159,-106.598,178.12150019076566,3.740837519288545
CAMELSH__08334000,139,63,CAMELSH,1,4,47,35.601,-107.166,130.52877357994598,38.82653747262665
CAMELSH__08340500,85,42,CAMELSH,0,4,47,35.593,-107.189,128.2884343787057,41.033827026897455
CAMELSH__08341500,9,11,CAMELSH,0,4,47,35.304,-108.1,41.179437809057106,41.179437809057106
CAMELSH__08351500,14,13,CAMELSH,0,4,47,34.968,-107.187,129.0737542925292,53.14180280886452
CAMELSH__08377900,193,87,CAMELSH,2,4,47,35.777,-105.658,176.99942574076863,7.9973314223654
CAMELSH__08378500,205,93,CAMELSH,2,4,47,35.708,-105.683,181.3762746964211,7.9973314223654
CAMELSH__08379500,247,113,CAMELSH,3,4,47,35.179,-105.109,259.8431913226157,18.99771830571596
CAMELSH__08380500,221,100,CAMELSH,3,4,47,35.652,-105.319,208.12155748784727,30.030147218075022
CAMELSH__08382500,232,107,CAMELSH,3,4,47,35.182,-104.9,250.80981357373614,13.543708815170923
CAMELSH__08382600,247,109,CAMELSH,3,4,47,35.091,-104.801,240.68885061361564,4.947514464866699
CAMELSH__08382650,237,108,CAMELSH,3,4,47,35.06,-104.762,236.83624352069612,4.947514464866699
CAMELSH__08382830,193,90,CAMELSH,2,4,47,35.031,-104.686,229.67932879797698,12.412496572103535
CAMELSH__08386505,185,85,CAMELSH,2,4,47,33.337,-105.726,191.98023111992768,6.233145439881082
CAMELSH__08387000,257,115,CAMELSH,3,4,47,33.327,-105.628,184.31544090608855,9.172186161629117
CAMELSH__08387600,208,96,CAMELSH,2,4,47,33.393,-105.723,195.78889232607432,6.233145439881082
CAMELSH__08390500,257,117,CAMELSH,3,4,47,33.349,-104.852,140.7246492928605,13.290166738090786
CAMELSH__08390800,251,115,CAMELSH,3,4,47,33.301,-104.721,130.5727666051935,13.290166738090786
CAMELSH__08393610,208,96,CAMELSH,2,4,47,33.409,-104.472,134.5948739513697,35.90943892372903
CAMELSH__08397600,161,76,CAMELSH,2,4,47,32.882,-105.178,120.56818075040543,11.344228152822682
CAMELSH__08397620,179,83,CAMELSH,2,4,47,32.837,-105.069,109.43778871396064,11.344228152822682
CAMELSH__08405500,254,115,CAMELSH,3,1,61,32.229,-104.151,109.43778871396064,8.198148752239135
CAMELSH__08406000,177,83,CAMELSH,2,1,61,32.241,-104.065,115.10610107359565,8.198148752239135
CAMELSH__08408500,235,108,CAMELSH,3,1,61,32.023,-104.055,131.33557996074848,24.625537567459393
CAMELSH__08447020,167,79,CAMELSH,2,1,61,30.452,-101.733,180.68275416628623,143.16881016026193
CAMELSH__08477110,243,111,CAMELSH,3,3,78,32.855,-107.974,196.2628843717529,71.9495089136786
CAMELSH__08481500,209,97,CAMELSH,2,4,47,33.145,-105.898,192.6204473375307,32.01814398885445
CAMELSH__09010500,151,69,CAMELSH,1,4,23,40.326,-105.857,207.10722425590623,17.599735459901318
CAMELSH__09019000,32,21,CAMELSH,0,4,23,40.144,-105.867,192.5190831674054,6.208918164707805
CAMELSH__09019500,112,48,CAMELSH,1,4,23,40.121,-105.901,188.6595962827411,4.3267085439565625
CAMELSH__09021000,38,24,CAMELSH,0,4,23,40.146,-105.94,188.0789275321575,4.3267085439565625
CAMELSH__09022000,184,79,CAMELSH,2,4,23,39.846,-105.752,180.58387521305312,6.372283063269053
CAMELSH__09024000,230,104,CAMELSH,3,4,23,39.9,-105.777,182.01765275167378,6.372283063269053
CAMELSH__09034900,198,85,CAMELSH,2,4,23,39.76,-105.906,164.37244433442248,11.222182651400871
CAMELSH__09035800,81,38,CAMELSH,0,4,23,39.801,-106.026,158.24382686085454,0.701120244023596
CAMELSH__09035900,182,81,CAMELSH,2,4,23,39.796,-106.031,157.57645164879722,0.701120244023596
CAMELSH__09041000,16,11,CAMELSH,0,4,23,40.294,-106.484,171.27580783725088,11.465322649099809
CAMELSH__09041090,147,65,CAMELSH,1,4,23,40.202,-106.423,165.6261051044963,10.369376225136566
CAMELSH__09041400,221,101,CAMELSH,3,4,23,40.109,-106.414,157.77468194409184,10.369376225136566
CAMELSH__09047700,204,91,CAMELSH,2,4,23,39.594,-105.973,150.43843580282606,19.199235718120363
CAMELSH__09052000,15,11,CAMELSH,0,4,23,39.723,-106.129,146.0840337739981,3.8038058105634716
CAMELSH__09052400,14,6,CAMELSH,0,4,23,39.728,-106.173,143.29377300167906,3.8038058105634716
CAMELSH__09052800,16,10,CAMELSH,0,4,23,39.763,-106.193,144.18167531818753,4.250902160790028
CAMELSH__09058700,58,27,CAMELSH,0,4,23,39.698,-106.446,122.72156040283551,4.115129237321128
CAMELSH__09058800,36,16,CAMELSH,0,4,23,39.732,-106.427,126.41318975737961,4.115129237321128
CAMELSH__09063200,75,33,CAMELSH,0,4,23,39.522,-106.324,120.10158214121007,1.0352643805119937
CAMELSH__09063400,102,45,CAMELSH,0,4,23,39.523,-106.336,119.26327303297371,1.0352643805119937
CAMELSH__09064500,79,38,CAMELSH,0,4,23,39.473,-106.368,114.16235577339569,6.200779046152877
CAMELSH__09065500,181,78,CAMELSH,2,4,23,39.626,-106.278,129.49560482689685,2.018281610222136
CAMELSH__09066000,149,68,CAMELSH,1,4,23,39.596,-106.265,128.64766622416096,3.516822965734885
CAMELSH__09066100,87,37,CAMELSH,0,4,23,39.64,-106.293,129.28794159303558,0.9648814485159241
CAMELSH__09066150,89,43,CAMELSH,0,4,23,39.644,-106.303,128.83069367794468,0.9648814485159241
CAMELSH__09066200,206,92,CAMELSH,2,4,23,39.648,-106.323,127.67747242819702,2.7183522791333172
CAMELSH__09066300,198,89,CAMELSH,2,4,23,39.646,-106.382,123.44604026816322,5.056413400800138
CAMELSH__09066400,105,47,CAMELSH,1,4,23,39.683,-106.401,124.64991812981,5.8850260255532625
CAMELSH__09071300,35,21,CAMELSH,0,4,23,39.717,-107.31,77.663819817862,14.172501750477542
CAMELSH__09072550,35,18,CAMELSH,0,4,23,39.12,-106.625,79.81026672305819,4.515091984725388
CAMELSH__09073005,110,54,CAMELSH,1,4,23,39.08,-106.616,79.86768859812842,4.515091984725388
CAMELSH__09073300,232,100,CAMELSH,3,4,23,39.141,-106.774,67.79118274493561,6.841245200699371
CAMELSH__09073400,268,116,CAMELSH,3,4,23,39.18,-106.802,66.74588491625032,10.37703531898468
CAMELSH__09074000,154,66,CAMELSH,1,4,23,39.206,-106.798,68.06482661463245,12.97050395630474
CAMELSH__09074800,39,20,CAMELSH,0,4,23,39.087,-106.812,63.27454957170078,6.841245200699371
CAMELSH__09075700,22,14,CAMELSH,0,4,23,39.124,-106.905,56.39671196636602,9.017784786380052
CAMELSH__09080400,251,115,CAMELSH,3,4,23,39.366,-106.826,74.34301146095687,17.95364887633485
CAMELSH__09081000,190,87,CAMELSH,2,4,23,39.373,-107.084,58.15049505014772,19.930136343644183
CAMELSH__09081600,289,124,CAMELSH,4,4,23,39.232,-107.227,38.279599181826555,19.572008539405708
CAMELSH__09083800,56,30,CAMELSH,0,4,23,39.408,-107.23,54.04743140445568,19.572008539405708
CAMELSH__09097900,36,22,CAMELSH,0,0,81,39.24,-107.971,64.08353078533108,30.06911789436962
CAMELSH__09107000,187,84,CAMELSH,2,4,23,38.86,-106.567,84.5777914593421,24.82694679438627
CAMELSH__09126000,210,94,CAMELSH,2,0,81,38.257,-107.547,83.93522659288692,51.6746837540959
CAMELSH__09132940,42,21,CAMELSH,0,0,81,38.982,-107.532,38.279599181826555,3.5676074344219404
CAMELSH__09132985,40,21,CAMELSH,0,0,81,38.965,-107.567,41.74053417755394,3.5676074344219404
CAMELSH__09132995,66,33,CAMELSH,0,0,81,38.904,-107.562,46.54699913393177,6.796663655749566
CAMELSH__09135900,29,13,CAMELSH,0,0,81,38.798,-107.732,65.05729501772481,1.3103989114750991
CAMELSH__09135950,43,21,CAMELSH,0,0,81,38.788,-107.74,66.3481357042684,1.3103989114750991
CAMELSH__09143000,176,77,CAMELSH,2,0,81,38.985,-107.855,60.74812700579153,23.359996465868335
CAMELSH__09149500,289,131,CAMELSH,4,0,81,38.742,-108.081,91.74257494513348,30.890615397951034
CAMELSH__09153290,95,48,CAMELSH,0,0,81,39.211,-108.804,83.78731636838403,71.82562910901522
CAMELSH__09168730,117,53,CAMELSH,1,0,81,38.044,-108.905,192.2660074200546,35.36810183017133
CAMELSH__09169500,201,86,CAMELSH,2,0,81,38.31,-108.885,176.54879838565623,6.91984950088956
CAMELSH__09171100,248,109,CAMELSH,3,0,81,38.357,-108.833,169.81477167088602,6.91984950088956
CAMELSH__09174600,194,89,CAMELSH,2,0,81,38.244,-108.502,150.71752240684867,22.291160399508993
CAMELSH__09177000,204,87,CAMELSH,2,0,81,38.357,-108.713,161.40175299045788,10.463344935687806
CAMELSH__09182400,151,66,CAMELSH,1,0,81,38.674,-109.45,162.05839331349975,21.61137664373393
CAMELSH__09183000,5,6,CAMELSH,0,0,81,38.613,-109.58,172.30707804451833,21.05279195750895
CAMELSH__09183500,221,95,CAMELSH,3,0,81,38.483,-109.404,178.7917678137513,0.6946276471665903
CAMELSH__09183600,154,73,CAMELSH,1,0,81,38.486,-109.411,178.76479271228237,0.6946276471665903
CAMELSH__09186500,2,4,CAMELSH,0,0,81,37.972,-109.519,181.74000696703757,12.352605260108058
CAMELSH__09188500,158,71,CAMELSH,1,2,74,43.019,-110.118,91.92081434780805,26.216696016411923
CAMELSH__09196500,211,96,CAMELSH,2,2,74,43.031,-109.77,82.71831621004824,16.2772493299629
CAMELSH__09197000,97,42,CAMELSH,0,2,74,42.895,-109.844,70.63396199316472,16.2772493299629
CAMELSH__09205000,171,78,CAMELSH,2,2,74,42.567,-109.93,45.779258042195494,37.14219279021602
CAMELSH__09209400,174,80,CAMELSH,2,0,27,42.193,-110.163,45.779258042195494,23.555737409038038
CAMELSH__09210500,177,80,CAMELSH,2,0,27,42.096,-110.417,60.64598734929027,23.555737409038038
CAMELSH__09213500,120,54,CAMELSH,1,0,27,42.317,-109.486,45.82751650753994,44.38625102636948
CAMELSH__09216050,74,36,CAMELSH,0,0,27,41.947,-109.688,71.75996474279317,44.38625102636948
CAMELSH__09217900,147,67,CAMELSH,1,0,27,40.959,-110.58,164.78138418208508,8.117663495125592
CAMELSH__09218500,68,37,CAMELSH,0,0,27,41.032,-110.579,156.89715992168578,8.117663495125592
CAMELSH__09220000,153,66,CAMELSH,1,0,27,41.054,-110.398,158.7958339685379,15.375434971729854
CAMELSH__09223000,154,70,CAMELSH,1,0,27,42.11,-110.71,41.68707043999573,21.774405746899003
CAMELSH__09223385,5,8,CAMELSH,0,0,27,41.963,-110.66,57.473052869016605,24.930820235237956
CAMELSH__09224700,187,85,CAMELSH,2,0,27,41.546,-109.693,115.20369671571054,44.59109500560658
CAMELSH__09229500,136,62,CAMELSH,1,0,27,41.012,-109.673,142.5552048684585,39.796541391302064
CAMELSH__09230300,19,14,CAMELSH,0,0,27,40.99,-109.655,139.81745395204726,37.68149874236247
CAMELSH__09235600,20,11,CAMELSH,0,0,27,40.768,-109.319,102.30643721564145,36.199387710029264
CAMELSH__09240020,40,19,CAMELSH,0,4,23,40.489,-106.842,150.02867319391862,16.995329848200477
CAMELSH__09243800,77,35,CAMELSH,0,4,23,40.346,-107.085,126.92760910241476,9.059475180183702
CAMELSH__09243900,41,19,CAMELSH,0,4,23,40.39,-106.995,135.20293089213652,9.059475180183702
CAMELSH__09244490,101,50,CAMELSH,1,4,23,40.518,-107.4,105.63679724616848,10.594918363513049
CAMELSH__09245000,30,16,CAMELSH,0,4,23,40.67,-107.285,121.27558872165203,9.189869804890058
CAMELSH__09246200,147,68,CAMELSH,1,4,23,40.592,-107.321,114.89019742324955,9.189869804890058
CAMELSH__09246500,71,35,CAMELSH,0,4,23,40.531,-107.436,103.32018174648628,11.848338083720813
CAMELSH__09256000,1,3,CAMELSH,0,4,23,41.098,-107.382,142.76798673340295,16.019332606094878
CAMELSH__09257000,60,30,CAMELSH,0,4,23,41.028,-107.549,127.4664283186045,8.260043190590311
CAMELSH__09258980,148,71,CAMELSH,1,4,23,41.068,-107.632,126.29205736368965,8.260043190590311
CAMELSH__09268500,2,8,CAMELSH,0,0,27,40.643,-109.811,130.50159218891096,5.365321992493259
CAMELSH__09268900,5,6,CAMELSH,0,0,27,40.659,-109.751,126.61392500950546,5.365321992493259
CAMELSH__09270500,4,7,CAMELSH,0,0,27,40.526,-109.606,109.56107564425066,19.19923402582003
CAMELSH__09277800,15,14,CAMELSH,0,0,27,40.557,-110.698,162.75815107101516,33.990241389136614
CAMELSH__09295000,238,108,CAMELSH,3,0,27,40.2,-110.064,138.9339128049535,17.34234757721875
CAMELSH__09295100,155,73,CAMELSH,1,0,27,40.207,-109.86,122.27158855527695,5.623195535318158
CAMELSH__09301500,154,72,CAMELSH,1,0,27,40.234,-109.804,118.5057307872701,2.6804268990995155
CAMELSH__09302000,222,99,CAMELSH,3,0,27,40.216,-109.783,116.23106876635738,2.6804268990995155
CAMELSH__09303300,18,12,CAMELSH,0,4,23,39.843,-107.335,86.4287442144055,14.172501750477542
CAMELSH__09303500,7,8,CAMELSH,0,4,23,39.922,-107.552,83.90658677836882,20.493981815052024
CAMELSH__09306007,45,26,CAMELSH,0,4,23,39.826,-108.183,51.06973864115413,14.418721986288084
CAMELSH__09306200,200,91,CAMELSH,2,4,23,39.921,-108.298,36.68639989673077,14.418721986288084
CAMELSH__09306222,193,83,CAMELSH,2,4,23,40.077,-108.236,30.22541918789321,18.132552780817928
CAMELSH__09306224,26,15,CAMELSH,0,4,23,40.162,-108.345,18.799488131386145,18.799488131386145
CAMELSH__09306242,280,123,CAMELSH,4,4,23,39.92,-108.473,29.952449435507177,14.924297651468315
CAMELSH__09306255,206,92,CAMELSH,2,4,23,40.169,-108.401,13.987377412534736,13.987377412534736
CAMELSH__09306290,205,93,CAMELSH,2,0,27,40.18,-108.565,13.987377412534736,13.987377412534736
CAMELSH__09308500,4,5,CAMELSH,0,0,27,39.799,-110.566,105.67972922820441,19.46470349910359
CAMELSH__09312600,138,62,CAMELSH,1,0,27,39.876,-111.037,82.90524538711934,17.418081959574025
CAMELSH__09312700,5,5,CAMELSH,0,0,27,39.831,-110.969,82.4018684529792,16.268726239656427
CAMELSH__09312800,4,5,CAMELSH,0,0,27,39.777,-110.792,88.80537650750057,9.034304003534919
CAMELSH__09313000,49,26,CAMELSH,0,0,27,39.719,-110.866,79.81475178217798,9.034304003534919
CAMELSH__09314500,146,63,CAMELSH,1,0,27,39.264,-110.347,106.15504373790912,45.18879429484542
CAMELSH__09328500,180,78,CAMELSH,2,0,81,38.858,-110.37,100.58246305342078,45.18879429484542
CAMELSH__09329050,143,62,CAMELSH,1,3,4,38.628,-111.648,93.19171890898262,33.19500172930678
CAMELSH__09337500,235,102,CAMELSH,3,3,4,37.778,-111.575,159.59985181967593,64.82835024656018
CAMELSH__09339900,13,10,CAMELSH,0,0,81,37.39,-106.841,82.92065488555924,47.201017141153756
CAMELSH__09346050,5,7,CAMELSH,0,0,81,36.962,-106.978,45.262056647195614,30.22352400238595
CAMELSH__09346400,173,80,CAMELSH,2,0,81,37.014,-107.312,71.2039003746447,11.222964566497161
CAMELSH__09349800,203,87,CAMELSH,2,0,81,37.088,-107.398,82.39442792643155,11.222964566497161
CAMELSH__09352900,190,86,CAMELSH,2,0,81,37.478,-107.544,121.42943887847235,27.290919359518817
CAMELSH__09353800,169,79,CAMELSH,2,0,81,37.166,-107.582,100.3523269074526,17.28649316693037
CAMELSH__09354500,178,83,CAMELSH,2,0,81,37.009,-107.6,91.43178874304189,0.3470076045394344
CAMELSH__09355000,84,36,CAMELSH,0,0,81,37.011,-107.597,91.31965264957833,0.3470076045394344
CAMELSH__09355500,249,114,CAMELSH,3,0,81,36.801,-107.698,90.25544462526692,24.715531182599737
CAMELSH__09358000,150,69,CAMELSH,1,0,81,37.811,-107.659,131.1139733266785,1.5179162967984263
CAMELSH__09358550,198,90,CAMELSH,2,0,81,37.82,-107.664,130.4362686889071,2.0489945357352357
CAMELSH__09359010,147,68,CAMELSH,1,0,81,37.803,-107.673,132.47608603189056,1.5108199289970499
CAMELSH__09359020,174,78,CAMELSH,2,0,81,37.79,-107.668,133.5489681365304,1.5108199289970499
CAMELSH__09359500,97,46,CAMELSH,0,0,81,37.57,-107.781,143.29042743573567,17.398482789881932
CAMELSH__09361000,17,13,CAMELSH,0,0,81,37.422,-107.845,136.65688011745772,17.398482789881932
CAMELSH__09363500,226,102,CAMELSH,3,0,81,37.038,-107.874,114.34659758964531,24.537633161253364
CAMELSH__09364010,150,71,CAMELSH,1,0,81,36.818,-108.024,118.88282871638391,19.05182304211468
CAMELSH__09364500,253,116,CAMELSH,3,0,81,36.721,-108.202,132.78100408062747,4.611813580565384
CAMELSH__09367000,126,58,CAMELSH,1,0,81,36.931,-108.185,135.8829915450138,19.05182304211468
CAMELSH__09367500,173,80,CAMELSH,2,0,81,36.74,-108.248,137.0981605174656,4.611813580565384
CAMELSH__09370600,45,24,CAMELSH,0,0,81,37.252,-108.358,163.35433635948516,27.65216586054142
CAMELSH__09371000,201,86,CAMELSH,2,0,81,37.027,-108.741,186.32720844965874,32.58215277144134
CAMELSH__09371492,217,99,CAMELSH,3,0,81,37.313,-108.661,190.45068541328462,3.8645738139207286
CAMELSH__09371520,206,90,CAMELSH,2,0,81,37.327,-108.701,194.31469792096178,3.8645738139207286
CAMELSH__09372000,223,96,CAMELSH,3,0,81,37.324,-109.016,219.8204881726651,27.85510906031719
CAMELSH__09372400,36,21,CAMELSH,0,0,81,37.877,-109.446,187.30654869115892,7.4593153928782145
CAMELSH__09378170,172,74,CAMELSH,2,0,81,37.847,-109.37,193.84858914247522,7.4593153928782145
CAMELSH__09378630,192,84,CAMELSH,2,0,81,37.756,-109.477,184.42753631497177,13.727384917979862
CAMELSH__09379200,240,109,CAMELSH,3,0,81,36.944,-109.711,162.25593312120932,74.70704616669819
CAMELSH__09381800,135,63,CAMELSH,1,3,4,37.107,-111.906,112.92053773818044,38.02349647698226
CAMELSH__09382000,302,129,CAMELSH,4,3,4,36.872,-111.595,92.2393468840387,38.02349647698226
CAMELSH__09386900,168,79,CAMELSH,2,0,81,35.283,-108.553,27.07924426394247,27.07924426394247
CAMELSH__09386950,242,110,CAMELSH,3,3,78,35.101,-108.751,27.07924426394247,27.07924426394247
CAMELSH__09396100,39,17,CAMELSH,0,3,78,35.182,-109.447,81.97112986870573,63.92329019214925
CAMELSH__09400562,131,63,CAMELSH,1,2,34,35.58,-110.774,128.1854196820624,20.94381295680138
CAMELSH__09400568,186,86,CAMELSH,2,2,34,35.656,-110.562,113.95750256109739,20.94381295680138
CAMELSH__09401110,198,90,CAMELSH,2,2,34,35.781,-110.933,135.0325992630157,26.566376632082882
CAMELSH__09401260,240,109,CAMELSH,3,2,34,36.105,-111.202,92.2393468840387,43.40947620865005
CAMELSH__09403000,2,8,CAMELSH,0,2,34,36.103,-112.096,96.52845995695397,63.79374582634842
CAMELSH__09403600,254,109,CAMELSH,3,3,4,37.101,-112.548,90.41633308374553,26.924928817912846
CAMELSH__09404115,199,92,CAMELSH,2,2,34,36.306,-112.761,90.41633308374553,63.79374582634842
CAMELSH__09404208,223,101,CAMELSH,3,2,34,35.765,-113.368,136.21489704524944,26.55325323457744
CAMELSH__09404222,190,88,CAMELSH,2,2,34,35.801,-113.659,124.87799698813635,26.55325323457744
CAMELSH__09404450,276,121,CAMELSH,4,3,4,37.339,-112.604,115.71127962430258,26.924928817912846
CAMELSH__09404900,215,99,CAMELSH,3,3,4,37.164,-112.959,97.02302751395533,5.413116282176349
CAMELSH__09405500,259,117,CAMELSH,3,3,4,37.21,-112.979,102.37899349814802,5.413116282176349
CAMELSH__09406000,275,119,CAMELSH,4,3,4,37.204,-113.181,106.6331526844082,9.244055498658964
CAMELSH__09406100,139,66,CAMELSH,1,3,4,37.197,-113.285,109.52243466708649,6.048809827992791
CAMELSH__09408135,165,75,CAMELSH,2,3,4,37.192,-113.353,111.74895071900193,3.673231969801557
CAMELSH__09408150,265,117,CAMELSH,3,3,4,37.172,-113.386,111.23931240529899,3.673231969801557
CAMELSH__09408195,185,81,CAMELSH,2,3,4,37.002,-113.469,99.89143501073484,12.698698230006762
CAMELSH__09409880,146,65,CAMELSH,1,3,4,37.282,-113.767,140.71837741160158,10.341507108287596
CAMELSH__09410100,162,73,CAMELSH,1,3,4,37.189,-113.768,133.00318073419368,10.341507108287596
CAMELSH__09413000,261,114,CAMELSH,3,3,4,37.075,-113.593,113.2029099583182,0.9924379225121426
CAMELSH__09413200,257,112,CAMELSH,3,3,4,37.071,-113.583,112.28455892501543,0.9924379225121426
CAMELSH__09413900,238,108,CAMELSH,3,3,4,37.47,-114.047,168.23533782595308,39.809977400946394
CAMELSH__09414900,94,47,CAMELSH,0,3,4,36.902,-113.934,122.68946237028754,35.149486263295245
CAMELSH__09415460,92,47,CAMELSH,0,3,4,38.935,-115.298,120.49896444083569,11.508807141113806
CAMELSH__09415515,34,19,CAMELSH,0,3,4,38.988,-114.958,150.38796287356982,29.981865883423538
CAMELSH__09417500,126,60,CAMELSH,1,3,4,38.004,-114.207,218.2391205256929,58.63700468969491
