station_id,n_training_batches,n_validation_batches,source,size_bin,fold
CAMELSH__06893890,128,61,CAMELSH,1,1
CAMELSH__06893910,16,13,CAMELSH,0,2
CAMELSH__06893970,130,62,CAMELSH,1,4
CAMELSH__06894000,219,94,CAMELSH,2,2
CAMELSH__06894200,125,61,CAMELSH,1,1
CAMELSH__06895000,117,57,CAMELSH,1,4
CAMELSH__06896000,115,56,CAMELSH,1,3
CAMELSH__06897000,183,82,CAMELSH,2,3
CAMELSH__06897500,183,79,CAMELSH,2,1
CAMELSH__06898000,201,92,CAMELSH,2,1
CAMELSH__06899500,193,83,CAMELSH,2,0
CAMELSH__06899700,123,60,CAMELSH,1,0
CAMELSH__06900050,175,81,CAMELSH,2,2
CAMELSH__06901500,168,78,CAMELSH,2,1
CAMELSH__06903400,182,83,CAMELSH,2,0
CAMELSH__06903700,188,86,CAMELSH,2,1
CAMELSH__06903900,121,58,CAMELSH,1,4
CAMELSH__06904010,93,46,CAMELSH,0,1
CAMELSH__06904050,149,65,CAMELSH,1,4
CAMELSH__06904500,210,90,CAMELSH,2,4
CAMELSH__06905500,212,91,CAMELSH,2,2
CAMELSH__06906000,159,73,CAMELSH,1,0
CAMELSH__06906150,214,96,CAMELSH,2,3
CAMELSH__06906200,225,96,CAMELSH,3,0
CAMELSH__06906300,109,47,CAMELSH,1,1
CAMELSH__06906800,211,97,CAMELSH,2,1
CAMELSH__06907700,126,61,CAMELSH,1,2
CAMELSH__06908000,214,92,CAMELSH,2,3
CAMELSH__06909500,132,57,CAMELSH,1,1
CAMELSH__06910230,142,61,CAMELSH,1,4
CAMELSH__06910750,180,84,CAMELSH,2,2
CAMELSH__06910800,253,116,CAMELSH,3,2
CAMELSH__06911000,109,54,CAMELSH,1,2
CAMELSH__06911490,177,83,CAMELSH,2,2
CAMELSH__06911500,11,12,CAMELSH,0,0
CAMELSH__06911900,256,116,CAMELSH,3,1
CAMELSH__06912500,252,114,CAMELSH,3,1
CAMELSH__06913000,253,116,CAMELSH,3,3
CAMELSH__06913500,258,117,CAMELSH,3,0
CAMELSH__06914000,36,22,CAMELSH,0,1
CAMELSH__06914100,102,48,CAMELSH,0,0
CAMELSH__06914950,233,107,CAMELSH,3,3
CAMELSH__06914990,230,105,CAMELSH,3,1
CAMELSH__06915000,234,108,CAMELSH,3,4
CAMELSH__06915800,203,94,CAMELSH,2,4
CAMELSH__06916600,244,111,CAMELSH,3,4
CAMELSH__06917000,221,102,CAMELSH,3,0
CAMELSH__06917060,185,79,CAMELSH,2,3
CAMELSH__06917240,175,81,CAMELSH,2,0
CAMELSH__06917380,126,61,CAMELSH,1,0
CAMELSH__06917500,112,56,CAMELSH,1,3
CAMELSH__06917560,140,67,CAMELSH,1,0
CAMELSH__06917630,156,73,CAMELSH,1,2
CAMELSH__06918060,151,71,CAMELSH,1,4
CAMELSH__06918440,225,101,CAMELSH,3,4
CAMELSH__06918460,238,102,CAMELSH,3,4
CAMELSH__06918493,197,91,CAMELSH,2,4
CAMELSH__06918740,224,96,CAMELSH,3,2
CAMELSH__06919020,229,98,CAMELSH,3,3
CAMELSH__06919500,220,95,CAMELSH,3,3
CAMELSH__06919900,224,97,CAMELSH,3,1
CAMELSH__06920580,6,7,CAMELSH,0,4
CAMELSH__06921070,232,105,CAMELSH,3,1
CAMELSH__06921200,231,102,CAMELSH,3,0
CAMELSH__06921350,228,102,CAMELSH,3,4
CAMELSH__06921590,125,60,CAMELSH,1,4
CAMELSH__06921720,123,59,CAMELSH,1,0
CAMELSH__06923250,153,71,CAMELSH,1,4
CAMELSH__06923940,120,59,CAMELSH,1,0
CAMELSH__06923950,215,99,CAMELSH,3,0
CAMELSH__06927000,166,78,CAMELSH,2,2
CAMELSH__06927240,101,48,CAMELSH,0,4
CAMELSH__06928000,181,84,CAMELSH,2,3
CAMELSH__06928300,189,88,CAMELSH,2,0
CAMELSH__06928420,97,48,CAMELSH,0,1
CAMELSH__06930000,189,88,CAMELSH,2,2
CAMELSH__06930060,185,86,CAMELSH,2,4
CAMELSH__06932000,228,99,CAMELSH,3,3
CAMELSH__06933500,226,102,CAMELSH,3,1
CAMELSH__06934000,230,99,CAMELSH,3,2
CAMELSH__06935755,194,89,CAMELSH,2,1
CAMELSH__06935770,190,88,CAMELSH,2,3
CAMELSH__06935830,208,96,CAMELSH,2,1
CAMELSH__06935850,201,93,CAMELSH,2,4
CAMELSH__06935890,163,77,CAMELSH,2,3
CAMELSH__06935955,206,95,CAMELSH,2,4
CAMELSH__06935980,209,96,CAMELSH,2,0
CAMELSH__06935997,200,92,CAMELSH,2,1
CAMELSH__06936475,216,99,CAMELSH,3,1
CAMELSH__07001910,122,59,CAMELSH,1,4
CAMELSH__07001985,168,79,CAMELSH,2,3
CAMELSH__07005000,188,87,CAMELSH,2,2
CAMELSH__07010022,204,94,CAMELSH,2,4
CAMELSH__07010030,199,92,CAMELSH,2,2
CAMELSH__07010035,198,90,CAMELSH,2,4
CAMELSH__07010055,170,80,CAMELSH,2,4
CAMELSH__07010061,125,61,CAMELSH,1,2
CAMELSH__07010070,165,78,CAMELSH,2,3
CAMELSH__07010075,176,83,CAMELSH,2,4
CAMELSH__07010082,152,72,CAMELSH,1,2
CAMELSH__07010086,204,94,CAMELSH,2,1
CAMELSH__07010090,158,73,CAMELSH,1,4
CAMELSH__07010094,132,64,CAMELSH,1,2
CAMELSH__07010097,120,57,CAMELSH,1,3
CAMELSH__07010180,204,93,CAMELSH,2,0
CAMELSH__07010208,198,92,CAMELSH,2,1
CAMELSH__07010350,122,59,CAMELSH,1,3
CAMELSH__07013000,237,102,CAMELSH,3,4
CAMELSH__07014000,130,63,CAMELSH,1,0
CAMELSH__07014500,256,111,CAMELSH,3,3
CAMELSH__07015720,209,92,CAMELSH,2,3
CAMELSH__07016500,219,95,CAMELSH,3,0
CAMELSH__07017200,211,97,CAMELSH,2,1
CAMELSH__07018100,217,97,CAMELSH,3,4
CAMELSH__07018500,211,96,CAMELSH,2,0
CAMELSH__07019000,231,100,CAMELSH,3,2
CAMELSH__07019072,210,95,CAMELSH,2,0
CAMELSH__07019090,200,93,CAMELSH,2,3
CAMELSH__07019120,199,92,CAMELSH,2,0
CAMELSH__07019150,204,94,CAMELSH,2,3
CAMELSH__07019175,202,94,CAMELSH,2,4
CAMELSH__07019195,191,89,CAMELSH,2,1
CAMELSH__07019220,203,94,CAMELSH,2,1
CAMELSH__07019317,200,92,CAMELSH,2,3
CAMELSH__07020550,171,80,CAMELSH,2,0
CAMELSH__07021000,173,80,CAMELSH,2,1
CAMELSH__07024000,246,112,CAMELSH,3,1
CAMELSH__07024200,120,59,CAMELSH,1,1
CAMELSH__07024300,2,8,CAMELSH,0,3
CAMELSH__07024500,167,77,CAMELSH,2,3
CAMELSH__07025400,175,82,CAMELSH,2,0
CAMELSH__07025500,18,11,CAMELSH,0,0
CAMELSH__07027720,181,83,CAMELSH,2,3
CAMELSH__07028500,26,19,CAMELSH,0,0
CAMELSH__07028960,206,96,CAMELSH,2,2
CAMELSH__07029270,84,43,CAMELSH,0,0
CAMELSH__07029500,265,116,CAMELSH,3,1
CAMELSH__07030050,161,77,CAMELSH,2,0
CAMELSH__07030392,215,99,CAMELSH,3,2
CAMELSH__07030500,171,79,CAMELSH,2,0
CAMELSH__07035000,180,81,CAMELSH,2,2
CAMELSH__07035800,210,96,CAMELSH,2,4
CAMELSH__07036100,197,89,CAMELSH,2,0
CAMELSH__07037300,140,67,CAMELSH,1,4
CAMELSH__07037500,208,95,CAMELSH,2,3
CAMELSH__07039500,225,102,CAMELSH,3,4
CAMELSH__07040000,77,40,CAMELSH,0,0
CAMELSH__07040100,7,11,CAMELSH,0,2
CAMELSH__07040450,8,11,CAMELSH,0,1
CAMELSH__07047800,85,44,CAMELSH,0,1
CAMELSH__07048480,90,44,CAMELSH,0,0
CAMELSH__07048490,91,45,CAMELSH,0,1
CAMELSH__07048550,159,74,CAMELSH,1,0
CAMELSH__07048600,258,118,CAMELSH,3,0
CAMELSH__07048700,30,16,CAMELSH,0,2
CAMELSH__07048800,45,26,CAMELSH,0,3
CAMELSH__07049000,197,92,CAMELSH,2,1
CAMELSH__07050152,123,59,CAMELSH,1,2
CAMELSH__07050500,238,109,CAMELSH,3,0
CAMELSH__07050690,187,87,CAMELSH,2,1
CAMELSH__07050700,216,100,CAMELSH,3,4
CAMELSH__07052000,198,92,CAMELSH,2,3
CAMELSH__07052100,178,83,CAMELSH,2,1
CAMELSH__07052120,199,90,CAMELSH,2,4
CAMELSH__07052152,178,84,CAMELSH,2,0
CAMELSH__07052250,174,81,CAMELSH,2,1
CAMELSH__07052345,172,81,CAMELSH,2,0
CAMELSH__07052500,218,94,CAMELSH,2,0
CAMELSH__07052820,112,55,CAMELSH,1,3
CAMELSH__07053250,229,106,CAMELSH,3,0
CAMELSH__07053810,220,100,CAMELSH,3,2
CAMELSH__07054080,235,105,CAMELSH,3,3
CAMELSH__07055646,214,99,CAMELSH,2,3
CAMELSH__07055875,223,102,CAMELSH,3,4
CAMELSH__07056000,257,117,CAMELSH,3,4
CAMELSH__07056515,146,70,CAMELSH,1,2
CAMELSH__07056700,165,78,CAMELSH,2,2
CAMELSH__07057500,230,105,CAMELSH,3,2
CAMELSH__07058000,205,94,CAMELSH,2,3
CAMELSH__07060710,251,114,CAMELSH,3,1
CAMELSH__07061270,158,74,CAMELSH,1,2
CAMELSH__07061290,123,60,CAMELSH,1,0
CAMELSH__07061300,18,12,CAMELSH,0,4
CAMELSH__07061500,235,101,CAMELSH,3,0
CAMELSH__07061600,131,60,CAMELSH,1,4
CAMELSH__07061900,209,94,CAMELSH,2,0
CAMELSH__07062500,120,59,CAMELSH,1,3
CAMELSH__07062575,102,51,CAMELSH,1,1
CAMELSH__07063000,230,105,CAMELSH,3,0
CAMELSH__07064000,257,118,CAMELSH,3,2
CAMELSH__07064440,130,63,CAMELSH,1,2
CAMELSH__07064533,164,78,CAMELSH,2,0
CAMELSH__07065200,139,67,CAMELSH,1,0
CAMELSH__07065495,238,109,CAMELSH,3,3
CAMELSH__07066000,223,100,CAMELSH,3,0
CAMELSH__07067000,225,102,CAMELSH,3,0
CAMELSH__07068000,227,104,CAMELSH,3,2
CAMELSH__07068510,131,63,CAMELSH,1,4
CAMELSH__07069305,174,82,CAMELSH,2,0
CAMELSH__07069500,196,91,CAMELSH,2,3
CAMELSH__07071500,232,106,CAMELSH,3,4
CAMELSH__07072000,237,104,CAMELSH,3,1
CAMELSH__07075000,125,61,CAMELSH,1,1
CAMELSH__07075300,228,105,CAMELSH,3,4
CAMELSH__07076517,215,99,CAMELSH,3,4
CAMELSH__07077700,39,23,CAMELSH,0,3
CAMELSH__07079300,199,91,CAMELSH,2,3
CAMELSH__07081200,182,83,CAMELSH,2,4
CAMELSH__07083000,164,73,CAMELSH,2,3
CAMELSH__07083200,48,23,CAMELSH,0,3
CAMELSH__07086000,7,6,CAMELSH,0,2
CAMELSH__07087050,98,46,CAMELSH,0,4
CAMELSH__07093700,53,23,CAMELSH,0,4
CAMELSH__07096000,52,25,CAMELSH,0,0
CAMELSH__07096250,212,96,CAMELSH,2,3
CAMELSH__07099060,186,84,CAMELSH,2,0
CAMELSH__07099215,98,47,CAMELSH,0,0
CAMELSH__07103980,233,107,CAMELSH,3,2
CAMELSH__07103990,251,113,CAMELSH,3,0
CAMELSH__07105600,114,52,CAMELSH,1,1
CAMELSH__07105900,282,126,CAMELSH,4,4
CAMELSH__07105945,242,110,CAMELSH,3,3
CAMELSH__07106000,255,116,CAMELSH,3,0
CAMELSH__07106300,292,126,CAMELSH,4,1
CAMELSH__07106500,278,126,CAMELSH,4,3
CAMELSH__07108900,266,121,CAMELSH,4,2
CAMELSH__07116500,250,111,CAMELSH,3,3
CAMELSH__07119500,275,123,CAMELSH,4,2
CAMELSH__07121500,276,125,CAMELSH,4,4
CAMELSH__07122400,19,8,CAMELSH,0,2
CAMELSH__07126200,236,106,CAMELSH,3,0
CAMELSH__07126300,246,108,CAMELSH,3,0
CAMELSH__07126485,196,89,CAMELSH,2,0
CAMELSH__07128500,261,119,CAMELSH,3,0
CAMELSH__07134100,136,65,CAMELSH,1,2
CAMELSH__07134990,141,64,CAMELSH,1,3
CAMELSH__07140850,246,113,CAMELSH,3,2
CAMELSH__07141175,102,51,CAMELSH,1,4
CAMELSH__07141200,220,94,CAMELSH,3,1
CAMELSH__07141770,109,51,CAMELSH,1,0
CAMELSH__07141780,154,72,CAMELSH,1,1
CAMELSH__07141900,240,110,CAMELSH,3,0
CAMELSH__07142020,104,52,CAMELSH,1,4
CAMELSH__07142300,244,111,CAMELSH,3,1
CAMELSH__07142575,217,93,CAMELSH,2,3
CAMELSH__07142620,26,18,CAMELSH,0,4
CAMELSH__07143300,249,107,CAMELSH,3,4
CAMELSH__07143665,242,111,CAMELSH,3,1
CAMELSH__07143672,221,101,CAMELSH,3,1
CAMELSH__07144100,233,107,CAMELSH,3,2
CAMELSH__07144200,113,55,CAMELSH,1,3
CAMELSH__07144480,115,55,CAMELSH,1,2
CAMELSH__07144485,31,20,CAMELSH,0,4
CAMELSH__07144780,235,106,CAMELSH,3,0
CAMELSH__07144795,169,78,CAMELSH,2,2
CAMELSH__07144910,263,119,CAMELSH,3,2
CAMELSH__07145200,248,112,CAMELSH,3,0
CAMELSH__07145500,246,112,CAMELSH,3,1
CAMELSH__07145700,248,110,CAMELSH,3,3
CAMELSH__07147070,257,117,CAMELSH,3,4
CAMELSH__07147800,256,117,CAMELSH,3,1
CAMELSH__07148400,253,108,CAMELSH,3,2
CAMELSH__07149000,231,99,CAMELSH,3,4
CAMELSH__07151500,234,107,CAMELSH,3,1
CAMELSH__07152000,231,105,CAMELSH,3,1
CAMELSH__07153000,231,106,CAMELSH,3,3
CAMELSH__07154500,238,108,CAMELSH,3,0
CAMELSH__07157500,219,100,CAMELSH,3,4
CAMELSH__07157960,10,11,CAMELSH,0,4
CAMELSH__07159750,139,64,CAMELSH,1,0
CAMELSH__07160350,207,96,CAMELSH,2,4
CAMELSH__07160500,194,83,CAMELSH,2,4
CAMELSH__07163000,6,9,CAMELSH,0,0
CAMELSH__07164600,246,106,CAMELSH,3,4
CAMELSH__07165562,238,103,CAMELSH,3,2
CAMELSH__07165565,218,100,CAMELSH,3,4
CAMELSH__07166500,232,106,CAMELSH,3,3
CAMELSH__07167500,258,117,CAMELSH,3,2
CAMELSH__07169500,265,121,CAMELSH,4,1
CAMELSH__07169800,248,112,CAMELSH,3,1
CAMELSH__07170060,58,31,CAMELSH,0,1
CAMELSH__07170500,252,115,CAMELSH,3,1
CAMELSH__07170700,118,56,CAMELSH,1,3
CAMELSH__07170990,150,72,CAMELSH,1,0
CAMELSH__07171000,265,115,CAMELSH,3,0
CAMELSH__07172000,261,119,CAMELSH,3,4
CAMELSH__07174400,260,113,CAMELSH,3,4
CAMELSH__07174600,16,10,CAMELSH,0,1
CAMELSH__07175500,245,112,CAMELSH,3,1
CAMELSH__07176500,262,117,CAMELSH,3,2
CAMELSH__07176950,70,37,CAMELSH,0,1
CAMELSH__07177500,269,119,CAMELSH,4,0
CAMELSH__07177800,249,109,CAMELSH,3,3
CAMELSH__07178000,264,118,CAMELSH,3,1
CAMELSH__07178200,259,117,CAMELSH,3,1
CAMELSH__07179500,268,115,CAMELSH,3,3
CAMELSH__07179730,261,119,CAMELSH,3,4
CAMELSH__07179795,253,116,CAMELSH,3,1
CAMELSH__07180400,120,58,CAMELSH,1,4
CAMELSH__07180500,249,114,CAMELSH,3,2
CAMELSH__07182000,20,15,CAMELSH,0,4
CAMELSH__07182250,257,117,CAMELSH,3,1
CAMELSH__07182510,266,121,CAMELSH,4,1
CAMELSH__07183000,241,110,CAMELSH,3,2
CAMELSH__07184000,219,101,CAMELSH,3,3
CAMELSH__07185090,111,54,CAMELSH,1,1
CAMELSH__07185095,174,81,CAMELSH,2,3
CAMELSH__07185700,124,60,CAMELSH,1,3
CAMELSH__07185765,178,84,CAMELSH,2,3
CAMELSH__07185910,128,61,CAMELSH,1,0
CAMELSH__07186000,226,104,CAMELSH,3,0
CAMELSH__07187000,215,99,CAMELSH,3,1
CAMELSH__07188000,272,121,CAMELSH,4,1
CAMELSH__07188653,185,86,CAMELSH,2,2
CAMELSH__07188838,146,69,CAMELSH,1,0
CAMELSH__07188885,183,84,CAMELSH,2,3
CAMELSH__07189000,270,120,CAMELSH,4,4
CAMELSH__07189100,176,82,CAMELSH,2,0
CAMELSH__07189540,199,92,CAMELSH,2,1
CAMELSH__07189542,205,95,CAMELSH,2,4
CAMELSH__07191000,260,116,CAMELSH,3,3
CAMELSH__07191160,170,79,CAMELSH,2,2
CAMELSH__07191179,166,78,CAMELSH,2,2
CAMELSH__07191220,258,116,CAMELSH,3,2
CAMELSH__071912213,174,79,CAMELSH,2,2
CAMELSH__07191222,196,89,CAMELSH,2,1
CAMELSH__07191288,174,81,CAMELSH,2,1
CAMELSH__07194800,238,102,CAMELSH,3,4
CAMELSH__07195000,223,102,CAMELSH,3,3
CAMELSH__07195400,163,77,CAMELSH,2,1
CAMELSH__07195430,226,104,CAMELSH,3,0
CAMELSH__07195500,258,117,CAMELSH,3,0
CAMELSH__07195800,252,115,CAMELSH,3,2
CAMELSH__07195855,280,127,CAMELSH,4,4
CAMELSH__07195865,212,98,CAMELSH,2,3
CAMELSH__07196000,242,111,CAMELSH,3,1
CAMELSH__07196500,266,121,CAMELSH,4,3
CAMELSH__07196900,262,120,CAMELSH,3,2
CAMELSH__07197000,260,118,CAMELSH,3,4
CAMELSH__07197360,180,82,CAMELSH,2,2
CAMELSH__07198000,263,120,CAMELSH,3,2
CAMELSH__07203000,193,87,CAMELSH,2,0
CAMELSH__07204000,72,34,CAMELSH,0,0
CAMELSH__07204500,72,35,CAMELSH,0,3
CAMELSH__07205000,74,34,CAMELSH,0,3
CAMELSH__07206000,229,105,CAMELSH,3,2
CAMELSH__07207000,161,75,CAMELSH,1,1
CAMELSH__07207500,207,95,CAMELSH,2,2
CAMELSH__07208500,207,93,CAMELSH,2,4
CAMELSH__07211000,81,41,CAMELSH,0,4
CAMELSH__07211500,209,96,CAMELSH,2,2
CAMELSH__07215500,241,110,CAMELSH,3,4
CAMELSH__07216500,229,103,CAMELSH,3,2
CAMELSH__07218000,203,93,CAMELSH,2,1
CAMELSH__07221000,28,18,CAMELSH,0,4
CAMELSH__07222500,29,19,CAMELSH,0,2
CAMELSH__07226500,195,88,CAMELSH,2,1
CAMELSH__07227100,221,101,CAMELSH,3,4
CAMELSH__07229300,85,40,CAMELSH,0,4
CAMELSH__07230500,202,92,CAMELSH,2,1
CAMELSH__07231000,211,96,CAMELSH,2,3
CAMELSH__07233650,111,54,CAMELSH,1,0
CAMELSH__07234100,7,10,CAMELSH,0,1
CAMELSH__07235000,121,58,CAMELSH,1,1
CAMELSH__07237000,8,10,CAMELSH,0,4
CAMELSH__07242350,14,12,CAMELSH,0,4
CAMELSH__07242380,218,94,CAMELSH,2,4
CAMELSH__07243000,15,12,CAMELSH,0,2
CAMELSH__07243500,257,116,CAMELSH,3,0
CAMELSH__07247000,282,128,CAMELSH,4,0
CAMELSH__07247015,223,102,CAMELSH,3,4
CAMELSH__07247250,231,106,CAMELSH,3,2
CAMELSH__07247500,250,111,CAMELSH,3,2
CAMELSH__07249400,262,118,CAMELSH,3,0
CAMELSH__07249413,255,111,CAMELSH,3,3
CAMELSH__07249800,185,86,CAMELSH,2,3
CAMELSH__07249920,180,82,CAMELSH,2,3
CAMELSH__07249985,248,112,CAMELSH,3,0
CAMELSH__07250000,25,17,CAMELSH,0,1
CAMELSH__07250085,234,105,CAMELSH,3,4
CAMELSH__07250935,169,79,CAMELSH,2,4
CAMELSH__07250965,177,83,CAMELSH,2,2
CAMELSH__07250974,144,65,CAMELSH,1,0
CAMELSH__07252000,158,74,CAMELSH,1,2
CAMELSH__07257000,20,9,CAMELSH,0,3
CAMELSH__07257006,221,102,CAMELSH,3,2
CAMELSH__07257500,187,87,CAMELSH,2,4
CAMELSH__07258500,190,88,CAMELSH,2,4
CAMELSH__07260000,165,78,CAMELSH,2,3
CAMELSH__07260500,262,118,CAMELSH,3,0
CAMELSH__07261000,270,121,CAMELSH,4,1
CAMELSH__07261500,254,116,CAMELSH,3,3
CAMELSH__07263012,167,75,CAMELSH,2,2
CAMELSH__07263295,266,118,CAMELSH,3,4
CAMELSH__07263296,126,61,CAMELSH,1,2
CAMELSH__072632971,132,61,CAMELSH,1,4
CAMELSH__072632982,127,59,CAMELSH,1,0
CAMELSH__07263300,260,118,CAMELSH,3,0
CAMELSH__07263580,207,96,CAMELSH,2,4
CAMELSH__07264000,256,117,CAMELSH,3,2
CAMELSH__07280400,64,35,CAMELSH,0,1
CAMELSH__07281960,81,40,CAMELSH,0,0
CAMELSH__07281977,74,38,CAMELSH,0,1
CAMELSH__07285500,188,85,CAMELSH,2,2
CAMELSH__07287150,119,58,CAMELSH,1,2
CAMELSH__07287160,148,69,CAMELSH,1,0
CAMELSH__0728875070,53,30,CAMELSH,0,2
CAMELSH__07289730,220,102,CAMELSH,3,0
CAMELSH__07290650,190,85,CAMELSH,2,4
CAMELSH__07291000,301,130,CAMELSH,4,4
CAMELSH__07292500,287,124,CAMELSH,4,0
CAMELSH__07295000,260,114,CAMELSH,3,0
CAMELSH__07295500,165,78,CAMELSH,2,4
CAMELSH__07297910,114,55,CAMELSH,1,0
CAMELSH__07299670,235,101,CAMELSH,3,4
CAMELSH__07299890,201,93,CAMELSH,2,4
CAMELSH__07300000,235,102,CAMELSH,3,4
CAMELSH__07300500,215,99,CAMELSH,3,3
CAMELSH__07301110,233,104,CAMELSH,3,4
CAMELSH__07301300,120,58,CAMELSH,1,4
CAMELSH__07301410,120,58,CAMELSH,1,2
CAMELSH__07301420,242,111,CAMELSH,3,0
CAMELSH__07301500,253,115,CAMELSH,3,2
CAMELSH__07303000,263,120,CAMELSH,3,2
CAMELSH__07303400,220,101,CAMELSH,3,4
CAMELSH__07304500,5,8,CAMELSH,0,4
CAMELSH__07307800,109,53,CAMELSH,1,2
CAMELSH__07308200,112,55,CAMELSH,1,1
CAMELSH__07309435,52,30,CAMELSH,0,0
CAMELSH__07311000,258,114,CAMELSH,3,1
CAMELSH__07311200,82,41,CAMELSH,0,3
CAMELSH__07311500,224,102,CAMELSH,3,4
CAMELSH__07311600,103,51,CAMELSH,1,3
CAMELSH__07311700,255,109,CAMELSH,3,1
CAMELSH__07311800,119,58,CAMELSH,1,3
CAMELSH__07311900,203,94,CAMELSH,2,4
CAMELSH__07312200,120,58,CAMELSH,1,3
CAMELSH__07312700,183,82,CAMELSH,2,1
CAMELSH__07314500,122,60,CAMELSH,1,3
CAMELSH__07315200,224,100,CAMELSH,3,2
CAMELSH__07315700,124,60,CAMELSH,1,0
CAMELSH__07316500,247,112,CAMELSH,3,1
CAMELSH__07324200,248,113,CAMELSH,3,3
CAMELSH__07324400,257,115,CAMELSH,3,0
CAMELSH__07325000,253,115,CAMELSH,3,0
CAMELSH__07325800,250,112,CAMELSH,3,0
CAMELSH__07325840,115,54,CAMELSH,1,3
CAMELSH__07325850,139,66,CAMELSH,1,2
CAMELSH__07325860,111,55,CAMELSH,1,3
CAMELSH__07326000,245,109,CAMELSH,3,3
CAMELSH__07326500,247,112,CAMELSH,3,3
CAMELSH__073274406,120,57,CAMELSH,1,1
CAMELSH__07327442,218,100,CAMELSH,3,3
CAMELSH__07327447,232,105,CAMELSH,3,0
CAMELSH__07327550,215,98,CAMELSH,2,0
CAMELSH__07328180,192,88,CAMELSH,2,1
CAMELSH__07329780,139,67,CAMELSH,1,2
CAMELSH__07329852,254,113,CAMELSH,3,4
CAMELSH__07331200,118,58,CAMELSH,1,0
CAMELSH__07331295,64,34,CAMELSH,0,0
CAMELSH__07331300,155,73,CAMELSH,1,3
CAMELSH__07332390,152,72,CAMELSH,1,3
CAMELSH__07332500,248,111,CAMELSH,3,3
CAMELSH__07332620,91,45,CAMELSH,0,3
CAMELSH__07334000,261,115,CAMELSH,3,2
CAMELSH__07335000,36,19,CAMELSH,0,1
CAMELSH__07335300,266,118,CAMELSH,3,4
CAMELSH__07335700,261,119,CAMELSH,3,0
CAMELSH__07335790,254,115,CAMELSH,3,4
CAMELSH__07336200,252,114,CAMELSH,3,2
CAMELSH__07337900,259,116,CAMELSH,3,0
CAMELSH__07338500,260,116,CAMELSH,3,1
CAMELSH__07338750,254,116,CAMELSH,3,4
CAMELSH__07339000,269,119,CAMELSH,4,2
CAMELSH__07340000,281,128,CAMELSH,4,4
CAMELSH__07340300,280,126,CAMELSH,4,2
CAMELSH__07341200,281,127,CAMELSH,4,4
CAMELSH__07342465,202,94,CAMELSH,2,2
CAMELSH__07342480,252,115,CAMELSH,3,4
CAMELSH__07342500,126,61,CAMELSH,1,4
CAMELSH__07343000,124,60,CAMELSH,1,2
CAMELSH__07343200,125,60,CAMELSH,1,1
CAMELSH__07343450,116,56,CAMELSH,1,3
CAMELSH__07344450,16,14,CAMELSH,0,0
CAMELSH__07344486,56,29,CAMELSH,0,4
CAMELSH__07346045,125,61,CAMELSH,1,0
CAMELSH__07348700,202,93,CAMELSH,2,1
CAMELSH__07351500,221,101,CAMELSH,3,0
CAMELSH__07351750,179,81,CAMELSH,2,3
CAMELSH__07352000,226,104,CAMELSH,3,2
CAMELSH__07356000,284,129,CAMELSH,4,3
CAMELSH__07359001,79,41,CAMELSH,0,1
CAMELSH__07359002,169,79,CAMELSH,2,1
CAMELSH__07359500,7,7,CAMELSH,0,1
CAMELSH__07359610,257,117,CAMELSH,3,3
CAMELSH__07360200,197,92,CAMELSH,2,2
CAMELSH__07361500,280,126,CAMELSH,4,4
CAMELSH__07362100,255,117,CAMELSH,3,0
CAMELSH__07362500,122,60,CAMELSH,1,4
CAMELSH__07362587,266,120,CAMELSH,4,2
CAMELSH__07362641,23,17,CAMELSH,0,1
CAMELSH__07362656,7,10,CAMELSH,0,4
CAMELSH__07362693,34,22,CAMELSH,0,3
CAMELSH__07363000,185,86,CAMELSH,2,3
CAMELSH__07363200,156,74,CAMELSH,1,0
CAMELSH__07366200,216,100,CAMELSH,3,4
CAMELSH__07369500,219,100,CAMELSH,3,3
CAMELSH__07372050,167,79,CAMELSH,2,3
CAMELSH__07372200,187,85,CAMELSH,2,3
CAMELSH__07373000,223,103,CAMELSH,3,0
CAMELSH__07375000,192,89,CAMELSH,2,4
CAMELSH__07375280,215,99,CAMELSH,3,2
CAMELSH__07375500,225,104,CAMELSH,3,1
CAMELSH__07375800,173,81,CAMELSH,2,0
CAMELSH__07375960,125,61,CAMELSH,1,3
CAMELSH__07376000,222,102,CAMELSH,3,1
CAMELSH__07376500,218,101,CAMELSH,3,2
CAMELSH__07377000,202,94,CAMELSH,2,3
CAMELSH__07377500,150,71,CAMELSH,1,0
CAMELSH__07377782,53,30,CAMELSH,0,0
CAMELSH__07378000,173,81,CAMELSH,2,1
CAMELSH__07378500,222,103,CAMELSH,3,4
CAMELSH__07380120,189,85,CAMELSH,2,3
CAMELSH__07381450,50,28,CAMELSH,0,0
CAMELSH__07382000,227,104,CAMELSH,3,4
CAMELSH__07382500,195,88,CAMELSH,2,0
CAMELSH__07385700,126,61,CAMELSH,1,0
CAMELSH__07386980,134,63,CAMELSH,1,2
CAMELSH__08010000,216,100,CAMELSH,3,0
CAMELSH__08012000,212,98,CAMELSH,2,3
CAMELSH__08012150,128,60,CAMELSH,1,3
CAMELSH__08013000,225,101,CAMELSH,3,1
CAMELSH__08013500,214,97,CAMELSH,2,2
CAMELSH__08014500,218,99,CAMELSH,3,1
CAMELSH__08014800,126,62,CAMELSH,1,3
CAMELSH__08015500,162,76,CAMELSH,2,0
CAMELSH__08017200,251,115,CAMELSH,3,0
